,zipcode,2018-04-01,minimum,min_roi,expected,expected_roi,maximum,max_roi
0,11230.0,1144448.251633067,1451738.8856433257,0.26850548600320845,1584904.6470110416,0.3848635311814814,1733649.5127410009,0.5148343407114957
0,60629.0,165693.74029846242,84820.30108824663,-0.4880898883961416,218245.36779823762,0.31716121203561765,332603.95727775886,1.0073417177899586
0,11209.0,1034504.9583813618,1156584.7724150412,0.11800795447582157,1273943.8452573088,0.23145262372699021,1396535.256939068,0.34995511198337503
0,60625.0,475094.3157952541,502584.03749408585,0.05786160933712096,637506.1629431336,0.34185180025995576,782546.439898655,0.6471391340238641
0,30043.0,226712.24757068805,244268.81613713637,0.07743987700079698,309648.71663324535,0.3658226229559919,384368.0365714921,0.6954004059778356
0,75034.0,426376.37010746094,411025.7407881529,-0.03600253296269483,524274.78333633987,0.22960562566871445,652630.8864711646,0.5306450643751203
0,11212.0,416433.94952550175,552104.8895300858,0.32579221785152707,645487.0954371351,0.5500347562263448,740602.9476783226,0.7784403709692482
0,75287.0,340169.26023123076,429235.37235166854,0.26182880857575114,473502.88405549934,0.3919625886643454,523624.88812553027,0.5393068961304592
0,28277.0,362934.82283285155,352051.57476754626,-0.029986783798691966,468948.18564127403,0.2921002784492977,577527.713511391,0.591271151672788
0,85032.0,266228.9772491863,239471.49586882492,-0.10050551843316738,351267.67853671405,0.3194194041767767,457749.4656607339,0.7193825795765549
0,7030.0,1875766.919310614,2307642.609331581,0.2302395279364937,2705188.7647243952,0.44217745652461565,3083442.965807587,0.6438305495550698
0,11214.0,829504.2624770809,956795.6800780552,0.15345480832232777,1019437.3533424498,0.22897180817153023,1092727.3295335816,0.31732575583211486
0,21234.0,197306.51494877896,150256.2669679821,-0.23846271874505084,222457.29646435785,0.12747060846981187,290918.32358578185,0.4744486448473566
0,33160.0,1534287.090038937,1243980.308637427,-0.18921281635377818,1922647.704206792,0.25312121615909516,2588061.8293494713,0.6868171844447909
0,78521.0,70145.00810591168,80415.18161845567,0.146413462480995,85053.13336822059,0.21253294660397198,89546.48631591495,0.27659100389166763
0,23464.0,258470.8266979088,248068.81547933075,-0.040244430489385745,295661.6250979219,0.1438877991576214,340498.51731829473,0.31735763632720093
0,77077.0,316310.56739981764,300247.64277486934,-0.050782130856364044,347651.6874559841,0.0990833797106475,394490.82238981023,0.24716295643443517
0,94501.0,1032485.6378051849,1236888.3611935629,0.19797149316564708,1419700.8675274013,0.37503207361348134,1622372.6862772342,0.5713271225021654
0,30096.0,220563.2383328073,220648.51996750053,0.0003866538927242104,313271.8438482548,0.4203266428993927,420812.9672604228,0.9079016541526256
0,78704.0,546915.8862701094,630571.3920147542,0.15295863192997328,700224.5708577961,0.2803149230738764,768211.0345448626,0.40462373434415183
0,98052.0,922130.5447426571,1212110.6987662874,0.31446757259793007,1463131.5305890301,0.5866858970573982,1705318.3819385255,0.8493242542078854
0,77379.0,248749.4064490762,255201.51680327908,0.025938193969213583,287241.32496873126,0.15474175021814618,317226.18316247663,0.27528418134102745
0,75243.0,301979.45007749967,458890.81083518,0.51960939963766,494669.3200493884,0.6380893465513531,531424.3091576697,0.7598028906314171
0,11221.0,1013693.5682959822,983252.3317893018,-0.030030018398806715,1345139.9568484293,0.326969016001165,1675970.6770874963,0.6533306804982507
0,78245.0,166847.91307367833,186054.38780570158,0.11511366476332176,219775.45080310703,0.3172202561865814,254922.97803449683,0.5278763356298347
0,11229.0,765760.0639304561,920663.1082254404,0.20228665817319527,1079521.346313976,0.4097383725824787,1246305.0982408854,0.627539952715621
0,8701.0,425024.8653800783,493915.8767082855,0.16208701405411044,568534.9561051785,0.3376510468317337,640576.1659105676,0.5071498589564463
0,60619.0,129850.93925677592,119080.30844351501,-0.08294611402049505,155895.862528738,0.2005755477860589,193551.83503434272,0.49056938780858866
0,90034.0,1419307.6422533095,1905329.9045086903,0.3424361623839115,2308764.077788438,0.6266833271770574,2761061.464381461,0.9453579915894538
0,94110.0,1543204.1301220679,1630992.6039914452,0.05688714289692394,1939655.0387063413,0.2569011453804974,2254130.5718198526,0.46068204965311377
0,78666.0,203915.8306409923,243428.903515071,0.1937714828214792,270666.04250145034,0.3273419805153644,300143.4902126682,0.4718989166716107
0,30024.0,347268.54256192315,377964.6160151514,0.08839289970456986,454545.051054465,0.30891513438310597,527414.8079784112,0.5187520415396257
0,60610.0,1069392.979495419,1103233.4313352718,0.03164454273472048,1305972.1093208126,0.22122749481394657,1525254.5991747172,0.42628072974108305
0,44107.0,179518.97129340583,240865.47856565448,0.34172715468597414,267495.8994338608,0.49007036697344625,292728.1316441891,0.6306250505733694
0,75067.0,239754.7166072219,312910.6831088662,0.30512837260045256,355077.21482632286,0.4810020000900671,395654.8535850533,0.6502484672000625
0,33025.0,303415.6954555606,314438.5348958731,0.03632916690009194,451658.2631054928,0.488579100785656,593489.079736939,0.9560262986588436
0,33411.0,315108.84667371074,226160.52444528078,-0.28227808634181023,425056.1441032062,0.3489184724265893,622378.915645205,0.9751235873414451
0,33139.0,3053000.843513171,2976647.9014244014,-0.025009145428505134,4013715.9066772186,0.31467893800465724,5081298.42543596,0.6643619461266744
0,11377.0,775811.1748212873,944372.0069930415,0.21727043595444884,1080190.6133719827,0.3923370124448272,1228794.2966351125,0.583883213487061
0,90044.0,418029.4709784078,371136.13015130523,-0.11217711688448084,629563.4222860845,0.5060264072113781,902786.2450881675,1.1596234422783043
0,48197.0,209627.28545362072,209098.15544332875,-0.0025241466498359595,282830.11138499784,0.34920466471228045,350801.44367425976,0.6734531619543074
0,2169.0,441168.959846228,494220.3348074766,0.12025183045457224,584564.8386573152,0.32503619216789115,665931.1514065274,0.5094696409254212
0,23462.0,197265.02791771712,188779.36633534468,-0.043016553273254134,229935.2650926734,0.16561596102368248,277659.2421595824,0.40754418099592987
0,90805.0,457255.92415149306,336104.8675645825,-0.2649524045242815,637884.4616558697,0.39502722209572244,916572.4120978252,1.004506368722642
0,66062.0,255503.53669109778,298585.73063969106,0.16861682036393646,342103.5521687148,0.33893861744198056,391583.513629552,0.5325952771564727
0,44035.0,90961.59258055681,85243.94074032195,-0.06285786866771521,107241.49796702934,0.1789755975529433,128319.21881733323,0.4106967037070288
0,95630.0,548965.5644397802,407673.57203144627,-0.2573786072584034,703421.5838328374,0.28135830259349637,996933.1833630317,0.8160213462212386
0,90650.0,481506.2375094159,344704.3265642783,-0.28411243778012835,645411.4807319279,0.34040107989111323,912175.6876594992,0.894421331648194
0,11234.0,585925.6289578968,652564.82545914,0.1137331995867204,775128.1583007352,0.3229121922509963,894876.1672635829,0.5272862681483532
0,92683.0,650402.8429124951,576511.947465325,-0.1136078912513477,850075.2558700644,0.3069980630211253,1127347.9128467776,0.7333071728261963
0,85710.0,177145.63787100563,145332.1647222993,-0.17958936799715247,230947.8934088359,0.30371764263824624,316207.3879063803,0.7850136853871446
0,78745.0,303973.4955770663,402916.8360771466,0.3254998937069998,435111.8059329024,0.4314136339646382,473170.29036363174,0.5566169328854166
0,11355.0,892433.6013229168,1021006.6877106209,0.14407019883284453,1234113.0644022601,0.3828626158549476,1458871.1902911563,0.6347111853795838
0,10314.0,547115.4005785519,682102.8275278391,0.2467256940794274,783376.9262553065,0.4318312469854033,895907.3105402025,0.6375106779900869
0,30281.0,152340.5825032208,148501.33917524252,-0.025201710961667758,206892.72392821472,0.3580932967998897,267488.48815538606,0.7558583783787934
0,32210.0,133939.06671662853,164867.71836792654,0.23091583665229634,241513.32845345448,0.8031582149547009,320070.14403043804,1.3896698093887894
0,37075.0,279094.47547356965,322087.00024029217,0.1540429085662569,378559.5279203615,0.35638488464531154,437102.52710942423,0.5661453934827815
0,94558.0,688194.585429359,717778.5048023625,0.04298772469205983,890246.8366436403,0.2935975601845553,1073014.3763685578,0.5591729419072846
0,60611.0,1508575.9289104317,1040521.6212394694,-0.3102623465621743,1725017.0121400007,0.14347377489039845,2403093.775512518,0.5929551370000655
0,11215.0,2298557.9275062648,2341748.93540307,0.018790480492116058,2784302.473614605,0.21132577965321542,3219683.8810432022,0.400740804708054
0,90026.0,952002.4901372034,1063094.0105840447,0.11669246834725272,1352743.3816770574,0.42094521358037507,1638335.9414383264,0.72093661351895
0,85225.0,257009.64771575836,202779.27790753034,-0.2110051910121463,347455.7081380402,0.3519169853199881,490064.76144185883,0.9067951954233618
0,91910.0,550266.6607475323,453521.8630419054,-0.17581439074320793,736737.5220606272,0.3388736309406352,1040560.363917771,0.8910111008800338
0,87111.0,257508.18596321743,231587.38944179748,-0.10066008746270493,288959.0779022839,0.12213550346534985,350774.9409295614,0.36218947610335855
0,28027.0,216163.40898967197,247171.23671900545,0.14344623761376285,290507.5898667801,0.34392583474042177,338359.6544549692,0.565295699380535
0,6010.0,197026.52186325335,202553.26930726008,0.028050779112075992,238871.47877830593,0.21238235603679365,276650.15131149883,0.4041264531051734
0,78240.0,184159.83750612292,184823.42672433736,0.003603332991605091,228822.9279176556,0.2425235111865676,275485.79512896785,0.4959059415971115
0,87114.0,212993.79232295044,216627.65107465367,0.017060866948617047,250992.52926925977,0.17840302542101322,290628.02521381964,0.3644905893461759
0,89108.0,197114.65067980025,144628.79422205265,-0.26627070223718385,296396.9838855629,0.5036781023803262,441998.6790814302,1.242343111265879
0,85308.0,285726.6803978963,162783.48706102444,-0.430282510424522,358986.0163011551,0.2563965528218769,544559.3999453891,0.9058752202876132
0,11211.0,1533661.7890050074,2019016.1827828407,0.316467683590602,2190621.354972441,0.4283601317299879,2376430.5536458953,0.5495140914918735
0,17603.0,154165.2017560918,152894.5114863809,-0.008242393583224195,188857.01365103372,0.2250301073119511,223010.39325233304,0.4465676476405017
0,93722.0,242197.07746348562,164101.54083158355,-0.32244623861605426,325400.0531852603,0.3435341854375538,501924.713440923,1.0723813792368933
0,80134.0,475486.28598342586,551046.3707315249,0.15891117572785865,614405.2620622087,0.2921618986159891,678758.4073381264,0.42750364699642696
0,48180.0,94644.3211762877,102149.29915383735,0.0792966538749918,142133.7487631491,0.5017673220816492,180831.73149810315,0.9106453430130252
0,85281.0,265211.62849167164,293787.65639944247,0.10774802021423502,375962.94763441244,0.41759601482262565,456243.31068689364,0.7202990430007518
0,78577.0,83153.32876103069,93581.10606047705,0.12540420756232282,104972.90454182909,0.26240171146370295,115014.6499993711,0.3831635090629353
0,94533.0,378082.7929712269,383221.9626662534,0.013592709825907308,545774.5518310823,0.4435318453453585,702466.384970794,0.8579697305194566
0,15601.0,142962.1306159324,142002.56056315234,-0.006712057582283446,154584.43706117047,0.08129639922939717,166989.82085828471,0.16807031441705828
0,95608.0,405588.79895729345,337612.0053422663,-0.16760027345376663,515070.35271870816,0.2699323897574957,691324.3615213702,0.704495694404429
0,43081.0,241237.66380794923,309428.6035429582,0.28267119925890266,327923.19977977354,0.35933665831234046,345553.74501606845,0.43242037566391744
0,44060.0,178805.5212885494,171430.05409633872,-0.04124854276903704,210462.5635568948,0.17704734194006508,257181.37036995942,0.43833013945318894
0,80013.0,338498.667258798,377060.12672071974,0.11391908799581676,485182.38484641653,0.4333361746309978,592899.555611197,0.7515565435236933
0,33024.0,276334.5155291932,271507.7001789401,-0.017467290834116626,427446.6684185294,0.5468450171704012,587622.545998759,1.1264898627427522
0,20906.0,378266.75815229415,271713.18974057806,-0.2816889565770844,449034.095159964,0.1870831509312224,606719.6180208474,0.6039464344804408
0,33009.0,252209.65392383523,231178.85422953474,-0.08338618037456874,438917.175276015,0.7402869733470376,624215.316844294,1.474985818872741
0,90066.0,1537246.9605017388,1887048.572453389,0.2275506935056675,2304920.3321754006,0.4993819414826505,2748811.468362843,0.788139146793736
0,43123.0,176566.58644554866,207763.4419775179,0.17668606591989616,236615.17980628595,0.3400903566726407,263899.5524183778,0.49461774014508525
0,97229.0,593943.3392191023,653435.8609233651,0.10016531506604938,752669.1555385644,0.26724067068106155,837484.7491720911,0.4100414869088174
0,76028.0,203171.51199940188,263252.0098834088,0.29571319961522846,290631.640645131,0.4304743700779596,314828.90597762086,0.5495720973841436
0,91709.0,693800.5483464902,453705.75016382785,-0.346057377375777,884649.620673575,0.2750777190677183,1288334.996726888,0.8569241546397307
0,11385.0,658288.2670828005,794915.3040520208,0.20754894747658492,939214.1267253634,0.42675203811163726,1085442.5461074612,0.6488863623798
0,85364.0,132757.59458140773,102241.62336625504,-0.22986233903507586,163378.49835634805,0.23065274624393262,224982.5349680764,0.694686738468403
0,11373.0,785074.9749720335,862098.3285480791,0.0981095513569126,1040665.5103692543,0.3255619444580125,1234483.7892765584,0.5724406313174536
0,14850.0,246897.96770702663,284680.0557043486,0.15302713241509888,293567.907861163,0.18902520983694668,303593.40212122403,0.22963102912808572
0,65807.0,121692.11068256221,135078.5404198076,0.11000244520504966,155545.8204115583,0.2781914911255387,177394.50249039414,0.4577321528519906
0,98012.0,584648.6403652567,742713.5642134261,0.2703588325278906,890814.2044118525,0.5236744651545246,1044585.1705252652,0.7866887877694629
0,77459.0,271380.30311078683,251801.98328947902,-0.07214348129501229,316839.6086168943,0.16751144053203226,385865.8695647164,0.42186394937878974
0,92677.0,957098.8685685998,755136.9903403675,-0.21101464525841376,1174691.963611154,0.22734651788689075,1551030.570738135,0.6205541785435359
0,95823.0,279688.3415619917,298471.35353871295,0.06715693572289304,413457.62331041286,0.47827979171871116,543475.0376928123,0.9431451259556822
0,33908.0,350880.5209176212,199873.8245590703,-0.43036500277541445,395579.9869790999,0.12739227000855124,584990.8451008054,0.6672080957100152
0,44256.0,216707.0954410568,239171.95596511327,0.10366462841622463,276299.80183263053,0.2749919483267803,314440.54798233364,0.4509933204649491
0,2148.0,469832.2564941859,564886.6445752862,0.2023155855461716,682318.2409905918,0.45225925116751836,784726.3304148718,0.670226595913988
0,60620.0,133362.1768974647,149071.36032429524,0.11779339384140768,176622.0847596059,0.324379137087733,203169.42566072487,0.5234411314156289
0,27410.0,219541.46609528014,243519.3533666551,0.10921803383133394,271159.268875723,0.2351164164952827,300199.8563534828,0.3673947873847087
0,45011.0,192837.28279617263,205761.3653618072,0.06702066311157898,237334.97151636466,0.23075251878147293,269401.98504696245,0.3970430465550485
0,76063.0,272402.52651192964,342666.09855397575,0.2579402362443543,382802.3156199226,0.40528181042094,425130.7978727981,0.5606712731945966
0,33647.0,299041.1438026791,242189.51841579197,-0.19011305489254146,370223.0019244265,0.2380336605745344,487918.24010220857,0.6316090618759778
0,92804.0,577948.2837782145,405028.49160391855,-0.2991959610016824,759084.5444707089,0.3134125764823706,1107979.5540169023,0.9170911742720659
0,11238.0,2875621.359554089,3678978.9507962577,0.27936834888677486,4140635.291441336,0.43990977034730583,4639765.390186214,0.6134827260101042
0,60634.0,262489.7081182949,163470.968178801,-0.37722903747094577,313611.4567891519,0.19475715462268034,460220.84062694764,0.7532909915825815
0,8753.0,264654.4813815432,160093.45221322938,-0.39508505060064264,311088.3133684575,0.17545076790130837,452513.9756107438,0.7098292583165068
0,65203.0,213233.25386847477,233463.4518658681,0.0948735604338317,246726.34223786285,0.15707253799187942,260420.00297060574,0.2212916993295821
0,47906.0,208546.57768621307,250089.56767404152,0.19920245370957645,273956.2912542966,0.31364558600669734,300004.0645354111,0.43854705200105626
0,98103.0,874899.415325257,1170066.3587923145,0.3373724319581638,1355864.9615296524,0.5497381044946626,1547488.6576298939,0.7687617919536405
0,92345.0,247097.84118821155,130198.75226589387,-0.4730882647949846,368884.53924899886,0.4928683208042429,615642.261000003,1.4914918642736155
0,75228.0,177430.7427509483,284313.29245043197,0.6023902512176821,312162.7421957933,0.7593498023843724,336112.3237021632,0.8943296888180715
0,92126.0,614411.2384292684,552383.3085976079,-0.10095507040241287,821376.1693471648,0.3368508223368418,1099903.958413084,0.790175520267125
0,90019.0,1062766.3415914022,1222896.1111992148,0.15067260162570817,1478888.1545177435,0.3915459086738053,1747000.0119968774,0.6438232409401425
0,43130.0,129254.20959649247,153128.5624173512,0.18470851274701236,170264.8165848995,0.31728643203524665,185060.78341631038,0.4317582691816045
0,27406.0,113059.0131429117,133933.9747512472,0.1846377482699996,155738.95128538634,0.3775014212137627,179431.33528651774,0.587059096825022
0,60016.0,266322.65117596486,192847.57068192348,-0.2758874627058848,325097.73654787807,0.22069127470903444,449666.0728251229,0.68842594063852
0,46307.0,212832.1934528172,231744.46722113132,0.08886002376565633,258331.5707161832,0.2137805212887248,284227.58459181443,0.33545390845593515
0,76244.0,258663.7656129247,328612.58823766495,0.2704237389376547,358920.38545367226,0.38759437218885834,390275.5176350161,0.508814026232962
0,28314.0,117742.09984282442,121413.60154707808,0.03118257368566386,135978.0093921477,0.154880111478109,149031.03389534616,0.26574126072398724
0,27610.0,166550.2091523481,205293.52943716134,0.23262246551352958,230296.63551109494,0.3827460000391606,253836.0757613625,0.5240813989562246
0,89121.0,199162.22997244453,157956.03640137982,-0.20689763102555073,297243.4795222272,0.4924691271199006,435615.3643828924,1.1872388376207816
0,29732.0,182762.4222204396,219214.0937139963,0.19944839344266502,244500.7333964564,0.33780637412186904,268929.3408378992,0.47146955906246985
0,75056.0,281817.33130993403,381638.9946277913,0.3542069710683494,407127.39939011773,0.4446499705952135,433059.97530596395,0.5366690660685375
0,30040.0,291899.1082490872,298853.4010513168,0.023824303006418614,370021.4869032388,0.267634865768371,443673.15914769407,0.5199538011917908
0,30188.0,227516.27862499497,253880.25122973806,0.11587730233667218,313065.8962990205,0.3760153699376966,375625.2686228987,0.6509819468435716
0,79938.0,142465.2876096483,140272.19144758445,-0.015393898393501228,146562.20088576418,0.028757273753177822,152721.05332832248,0.0719878216704601
0,92336.0,442961.6881857615,215356.47869435966,-0.5138259482972549,548085.2629282919,0.23731978982896942,867326.2049917416,0.958016298303472
0,99301.0,220132.80274370755,236140.50514844243,0.07271838728811378,313110.6257578519,0.4223715041796611,384350.32246640214,0.7459929536893551
0,20011.0,620363.2779900024,770207.8293999686,0.24154323237098674,898115.7285217282,0.4477254866401069,1031585.1327993101,0.662872657681609
0,77095.0,214965.36464016107,197013.1583380532,-0.08351208731768843,246107.41965587327,0.1448701053206506,292094.59120756225,0.35879838920335283
0,91911.0,483372.31650199415,349524.5714062166,-0.27690403551529286,628775.2211440543,0.3008093340849409,908348.1305322957,0.8791893940176615
0,77845.0,261337.50438646963,337473.9861011444,0.2913339281073223,353641.6180165835,0.35319887915365267,369534.9832902553,0.4140143572496265
0,92503.0,383168.648652579,293361.3062437612,-0.23438071649292624,520496.31703215523,0.35840006446897993,751907.546830195,0.9623409939051498
0,94536.0,1038367.198701105,1215266.6782197074,0.17036312370025392,1443671.53046355,0.3903285198814454,1673282.509007034,0.6114554765406163
0,7002.0,345913.6487115512,385012.92171657155,0.11303188859605898,503031.47154210095,0.45421111140244824,613333.8599867319,0.7730837226899241
0,27587.0,306455.7505721956,310560.7813594002,0.013395182761426086,371753.5789961164,0.21307424743050385,440130.8811518645,0.436197168204802
0,21740.0,153823.32750876356,122933.126921885,-0.20081609913892082,183410.91061122896,0.19234782904289827,245488.4926934986,0.5959119898736605
0,11233.0,854407.0725265512,1087905.8721628871,0.27328753137056905,1310552.984895117,0.533874223465526,1529013.0685989182,0.789560407169269
0,7302.0,1525513.8394144743,2476979.6943258457,0.6237018834759079,2802050.364732719,0.8367911796907771,3142064.4663245017,1.0596761465831703
0,90280.0,435344.5673064584,339138.47530169843,-0.22098838306402074,598683.5766638714,0.3751947804655419,855635.0987724611,0.9654204118507844
0,22191.0,308902.1131270647,176954.91515315324,-0.4271489004662002,387429.9887306689,0.254216051838086,606877.2953838618,0.9646265583629304
0,19111.0,176650.88525088635,190483.1921249942,0.07830307136283347,238791.97479367364,0.3517734397681174,287671.26612147875,0.628473390964993
0,89117.0,328845.02799903543,261896.50429585716,-0.203586850956964,436266.7024581454,0.32666352023855155,591555.8157593409,0.798889341155178
0,87120.0,192784.4978083328,186484.58647649622,-0.03267851618494746,222978.90554539143,0.15662259196316738,258750.09280019713,0.34217271482817896
0,43230.0,215825.4215160088,276448.4910950093,0.28088938343393355,305203.97579970595,0.4141243123997213,335451.11434823496,0.55427063221722
0,40475.0,165205.09440265357,194138.86771452258,0.1751385053620009,213288.26871291985,0.29105140179922895,233423.56554691787,0.4129320066728436
0,46227.0,136529.52773641373,152187.16895715485,0.11468318597695608,176526.69238869607,0.2929561488669437,198909.02325446357,0.4568938057009966
0,11236.0,454918.9241576485,483907.97301675024,0.06372355010902074,599615.5839926685,0.31807131370265124,711021.1595363129,0.5629623692900368
0,91730.0,458634.2823092405,292245.75310405396,-0.3627913037102551,588825.6265497601,0.2838674500846326,882848.9190797869,0.9249518693513491
0,23320.0,258074.56449983834,226588.61134304575,-0.12200331798607883,288125.3215030402,0.11644214942856446,347208.5972633542,0.34538092871051507
0,74012.0,161201.33404679323,197769.19379814336,0.22684588789280913,207950.15050096967,0.29000266487004556,217892.902627222,0.3516817581917309
0,90201.0,432263.438878854,366175.35157068935,-0.15288845033846699,586153.7942292211,0.3560105748233228,811626.2711118043,0.8776195211348199
0,92592.0,468961.8039438101,293954.720547372,-0.3731798238677175,585063.5884786168,0.247571942018369,880716.9493044626,0.8780142474246966
0,32244.0,152771.48927778567,162791.02185372458,0.06558509459654681,235723.70381423074,0.542982299436856,310566.8690484909,1.0328850004452372
0,21117.0,268739.78073787113,197039.36042244226,-0.26680240684338985,314383.46485690906,0.16984342248741655,429081.48916431423,0.5966429978702723
